edge index,traverse frequency,avg traverse time(s),geometry,points sequence
7164,1,,"LINESTRING (-8.6454484 41.1645236, -8.6454813 41.1645371, -8.6455182 41.1645416, -8.645555 41.1645367, -8.6455876 41.1645229, -8.6456124 41.1645018, -8.6456265 41.1644757, -8.6456283 41.1644476)","[[-8.6454484, 41.1645236], [-8.6454813, 41.1645371], [-8.6455182, 41.1645416], [-8.645555, 41.1645367], [-8.6455876, 41.1645229], [-8.6456124, 41.1645018], [-8.6456265, 41.1644757], [-8.6456283, 41.1644476]]"
3081,3,15.0,"LINESTRING (-8.6027886 41.1837513, -8.6034848 41.1839154, -8.6036227 41.1839479, -8.6037407 41.1839757, -8.6038949 41.184012)","[[-8.6027886, 41.1837513], [-8.6034848, 41.1839154], [-8.6036227, 41.1839479], [-8.6037407, 41.1839757], [-8.6038949, 41.184012]]"
8287,2,15.0,"LINESTRING (-8.6038949 41.184012, -8.6048788 41.1842535)","[[-8.6038949, 41.184012], [-8.6048788, 41.1842535]]"
1066,4,30.0,"LINESTRING (-8.6048788 41.1842535, -8.6052853 41.1843441, -8.6053136 41.1843503, -8.606362 41.1845783, -8.6066461 41.1846323)","[[-8.6048788, 41.1842535], [-8.6052853, 41.1843441], [-8.6053136, 41.1843503], [-8.606362, 41.1845783], [-8.6066461, 41.1846323]]"
8273,2,15.0,"LINESTRING (-8.6066461 41.1846323, -8.6069037 41.1846812, -8.6071917 41.1847158)","[[-8.6066461, 41.1846323], [-8.6069037, 41.1846812], [-8.6071917, 41.1847158]]"
8275,2,15.0,"LINESTRING (-8.6071917 41.1847158, -8.607392 41.1847398, -8.6078535 41.1847645, -8.6084602 41.1847407, -8.6090463 41.1846757, -8.6094518 41.1845936)","[[-8.6071917, 41.1847158], [-8.607392, 41.1847398], [-8.6078535, 41.1847645], [-8.6084602, 41.1847407], [-8.6090463, 41.1846757], [-8.6094518, 41.1845936]]"
360,2,15.0,"LINESTRING (-8.6094518 41.1845936, -8.6096796 41.1845514)","[[-8.6094518, 41.1845936], [-8.6096796, 41.1845514]]"
362,2,15.0,"LINESTRING (-8.6096796 41.1845514, -8.6097794 41.1845254, -8.6099226 41.184488, -8.6099571 41.1844778)","[[-8.6096796, 41.1845514], [-8.6097794, 41.1845254], [-8.6099226, 41.184488], [-8.6099571, 41.1844778]]"
7520,2,15.0,"LINESTRING (-8.6099571 41.1844778, -8.6101139 41.1844316)","[[-8.6099571, 41.1844778], [-8.6101139, 41.1844316]]"
7522,3,20.0,"LINESTRING (-8.6101139 41.1844316, -8.6103448 41.1843679, -8.6108875 41.1841676, -8.6118178 41.1837866)","[[-8.6101139, 41.1844316], [-8.6103448, 41.1843679], [-8.6108875, 41.1841676], [-8.6118178, 41.1837866]]"
2774,3,35.0,"LINESTRING (-8.6118178 41.1837866, -8.612095 41.1836706, -8.6124539 41.1835324, -8.6127695 41.183412, -8.6134476 41.1833293)","[[-8.6118178, 41.1837866], [-8.612095, 41.1836706], [-8.6124539, 41.1835324], [-8.6127695, 41.183412], [-8.6134476, 41.1833293]]"
318,3,15.0,"LINESTRING (-8.6134596 41.1831689, -8.61357 41.1825532)","[[-8.6134596, 41.1831689], [-8.61357, 41.1825532]]"
2785,2,15.0,"LINESTRING (-8.61357 41.1825532, -8.6136684 41.1825507, -8.6151628 41.1824323, -8.6167938 41.1822933)","[[-8.61357, 41.1825532], [-8.6136684, 41.1825507], [-8.6151628, 41.1824323], [-8.6167938, 41.1822933]]"
2787,1,15.0,"LINESTRING (-8.6167938 41.1822933, -8.6167837 41.1828025)","[[-8.6167938, 41.1822933], [-8.6167837, 41.1828025]]"
2776,2,15.0,"LINESTRING (-8.6167837 41.1828025, -8.6167938 41.1822933)","[[-8.6167837, 41.1828025], [-8.6167938, 41.1822933]]"
2788,3,15.0,"LINESTRING (-8.6167938 41.1822933, -8.6170255 41.1822654, -8.6173153 41.182207, -8.6175242 41.1820898, -8.6176379 41.1819818, -8.6177172 41.1818326, -8.6177438 41.1817009, -8.6177844 41.1811149)","[[-8.6167938, 41.1822933], [-8.6170255, 41.1822654], [-8.6173153, 41.182207], [-8.6175242, 41.1820898], [-8.6176379, 41.1819818], [-8.6177172, 41.1818326], [-8.6177438, 41.1817009], [-8.6177844, 41.1811149]]"
2790,3,15.0,"LINESTRING (-8.6177844 41.1811149, -8.6177939 41.1810679, -8.6178131 41.1810112, -8.6183944 41.1797048, -8.6184218 41.1796178, -8.6184558 41.1792806, -8.6184782 41.1791947, -8.6186217 41.1787788, -8.6186425 41.178687, -8.6186145 41.1786124)","[[-8.6177844, 41.1811149], [-8.6177939, 41.1810679], [-8.6178131, 41.1810112], [-8.6183944, 41.1797048], [-8.6184218, 41.1796178], [-8.6184558, 41.1792806], [-8.6184782, 41.1791947], [-8.6186217, 41.1787788], [-8.6186425, 41.178687], [-8.6186145, 41.1786124]]"
7988,3,15.0,"LINESTRING (-8.6186145 41.1786124, -8.6187489 41.1786469, -8.6193913 41.1787109)","[[-8.6186145, 41.1786124], [-8.6187489, 41.1786469], [-8.6193913, 41.1787109]]"
1105,3,15.0,"LINESTRING (-8.6193913 41.1787109, -8.6203183 41.1790377)","[[-8.6193913, 41.1787109], [-8.6203183, 41.1790377]]"
7538,3,15.0,"LINESTRING (-8.6203183 41.1790377, -8.6204228 41.1790762)","[[-8.6203183, 41.1790377], [-8.6204228, 41.1790762]]"
7531,3,15.0,"LINESTRING (-8.6204228 41.1790762, -8.6204407 41.1790828, -8.621136 41.1793393)","[[-8.6204228, 41.1790762], [-8.6204407, 41.1790828], [-8.621136, 41.1793393]]"
8600,3,15.0,"LINESTRING (-8.621136 41.1793393, -8.621254 41.1794025, -8.6216707 41.1795425, -8.6217475 41.1796071, -8.621794 41.1796932, -8.6217922 41.1798022, -8.6216349 41.1800714, -8.6215943 41.1801762)","[[-8.621136, 41.1793393], [-8.621254, 41.1794025], [-8.6216707, 41.1795425], [-8.6217475, 41.1796071], [-8.621794, 41.1796932], [-8.6217922, 41.1798022], [-8.6216349, 41.1800714], [-8.6215943, 41.1801762]]"
5186,3,15.0,"LINESTRING (-8.6215943 41.1801762, -8.6214443 41.180342, -8.6211337 41.1805205, -8.6208222 41.180696)","[[-8.6215943, 41.1801762], [-8.6214443, 41.180342], [-8.6211337, 41.1805205], [-8.6208222, 41.180696]]"
1106,2,15.0,"LINESTRING (-8.6208222 41.180696, -8.6207304 41.1807487, -8.6206293 41.1808068, -8.6205136 41.1808733, -8.6200656 41.1811459, -8.619829 41.1813074)","[[-8.6208222, 41.180696], [-8.6207304, 41.1807487], [-8.6206293, 41.1808068], [-8.6205136, 41.1808733], [-8.6200656, 41.1811459], [-8.619829, 41.1813074]]"
1113,5,15.0,"LINESTRING (-8.6234473 41.1774401, -8.6234309 41.1774794, -8.6234129 41.1776064, -8.6234229 41.1777138, -8.623859 41.178576, -8.6239014 41.1786444)","[[-8.6234473, 41.1774401], [-8.6234309, 41.1774794], [-8.6234129, 41.1776064], [-8.6234229, 41.1777138], [-8.623859, 41.178576], [-8.6239014, 41.1786444]]"
8441,5,105.0,"LINESTRING (-8.6239014 41.1786444, -8.6235277 41.1791364, -8.6235218 41.1791825, -8.6235376 41.1792123, -8.6239835 41.1795987, -8.6240615 41.1796334, -8.6241386 41.179626, -8.6243302 41.179566, -8.6246527 41.179465, -8.626693 41.1788258)","[[-8.6239014, 41.1786444], [-8.6235277, 41.1791364], [-8.6235218, 41.1791825], [-8.6235376, 41.1792123], [-8.6239835, 41.1795987], [-8.6240615, 41.1796334], [-8.6241386, 41.179626], [-8.6243302, 41.179566], [-8.6246527, 41.179465], [-8.626693, 41.1788258]]"
6631,5,,"LINESTRING (-8.626693 41.1788258, -8.6274457 41.1785966)","[[-8.626693, 41.1788258], [-8.6274457, 41.1785966]]"
6642,6,,"LINESTRING (-8.6274457 41.1785966, -8.6272448 41.1781412, -8.6271703 41.1779956)","[[-8.6274457, 41.1785966], [-8.6272448, 41.1781412], [-8.6271703, 41.1779956]]"
1108,6,,"LINESTRING (-8.6271703 41.1779956, -8.6268915 41.1774422)","[[-8.6271703, 41.1779956], [-8.6268915, 41.1774422]]"
6644,6,,"LINESTRING (-8.6268915 41.1774422, -8.6267311 41.1770726)","[[-8.6268915, 41.1774422], [-8.6267311, 41.1770726]]"
6630,6,,"LINESTRING (-8.6267311 41.1770726, -8.6265455 41.1766912, -8.6264446 41.1765849, -8.6263125 41.1764926, -8.6262596 41.1764627)","[[-8.6267311, 41.1770726], [-8.6265455, 41.1766912], [-8.6264446, 41.1765849], [-8.6263125, 41.1764926], [-8.6262596, 41.1764627]]"
7908,5,,"LINESTRING (-8.6262596 41.1764627, -8.6261655 41.17632)","[[-8.6262596, 41.1764627], [-8.6261655, 41.17632]]"
6637,3,,"LINESTRING (-8.6289971 41.1780834, -8.6274457 41.1785966)","[[-8.6289971, 41.1780834], [-8.6274457, 41.1785966]]"
6641,2,,"LINESTRING (-8.6274457 41.1785966, -8.626693 41.1788258)","[[-8.6274457, 41.1785966], [-8.626693, 41.1788258]]"
6633,2,,"LINESTRING (-8.626693 41.1788258, -8.6246527 41.179465, -8.6243302 41.179566, -8.6241386 41.179626, -8.6240615 41.1796334, -8.6239835 41.1795987, -8.6235376 41.1792123, -8.6235218 41.1791825, -8.6235277 41.1791364, -8.6239014 41.1786444)","[[-8.626693, 41.1788258], [-8.6246527, 41.179465], [-8.6243302, 41.179566], [-8.6241386, 41.179626], [-8.6240615, 41.1796334], [-8.6239835, 41.1795987], [-8.6235376, 41.1792123], [-8.6235218, 41.1791825], [-8.6235277, 41.1791364], [-8.6239014, 41.1786444]]"
8440,1,,"LINESTRING (-8.6239014 41.1786444, -8.6239641 41.1787712)","[[-8.6239014, 41.1786444], [-8.6239641, 41.1787712]]"
10692,1,,"LINESTRING (-8.6239641 41.1787712, -8.62399 41.1788236, -8.6241294 41.1787771, -8.6243051 41.1791254, -8.6238478 41.1792747, -8.6236614 41.1791486, -8.6239641 41.1787712)","[[-8.6239641, 41.1787712], [-8.62399, 41.1788236], [-8.6241294, 41.1787771], [-8.6243051, 41.1791254], [-8.6238478, 41.1792747], [-8.6236614, 41.1791486], [-8.6239641, 41.1787712]]"
335,6,20.0,"LINESTRING (-8.5831314 41.1809304, -8.5830105 41.1808701, -8.5823907 41.1805609)","[[-8.5831314, 41.1809304], [-8.5830105, 41.1808701], [-8.5823907, 41.1805609]]"
1696,4,15.0,"LINESTRING (-8.5905991 41.1689201, -8.5914768 41.1684036, -8.5919915 41.1681172, -8.5920849 41.1680692)","[[-8.5905991, 41.1689201], [-8.5914768, 41.1684036], [-8.5919915, 41.1681172], [-8.5920849, 41.1680692]]"
3000,4,15.0,"LINESTRING (-8.5939286 41.1671382, -8.5940139 41.1670984)","[[-8.5939286, 41.1671382], [-8.5940139, 41.1670984]]"
1167,4,15.0,"LINESTRING (-8.5940139 41.1670984, -8.5942464 41.1670302)","[[-8.5940139, 41.1670984], [-8.5942464, 41.1670302]]"
2999,4,15.0,"LINESTRING (-8.5939286 41.1671382, -8.5943698 41.1680748)","[[-8.5939286, 41.1671382], [-8.5943698, 41.1680748]]"
1842,4,15.0,"LINESTRING (-8.5935168 41.1684879, -8.5942373 41.1692288, -8.5944461 41.1694799)","[[-8.5935168, 41.1684879], [-8.5942373, 41.1692288], [-8.5944461, 41.1694799]]"
9411,4,15.0,"LINESTRING (-8.5944461 41.1694799, -8.5945298 41.1695336)","[[-8.5944461, 41.1694799], [-8.5945298, 41.1695336]]"
1839,4,15.0,"LINESTRING (-8.5945298 41.1695336, -8.5960399 41.1696051)","[[-8.5945298, 41.1695336], [-8.5960399, 41.1696051]]"
1829,3,25.0,"LINESTRING (-8.59609 41.1696075, -8.5964597 41.1687534, -8.5965113 41.1686478, -8.5965602 41.1685541, -8.596588 41.168482, -8.5966143 41.1683939, -8.5966877 41.1678021, -8.5967018 41.1675969, -8.5967162 41.1675058)","[[-8.59609, 41.1696075], [-8.5964597, 41.1687534], [-8.5965113, 41.1686478], [-8.5965602, 41.1685541], [-8.596588, 41.168482], [-8.5966143, 41.1683939], [-8.5966877, 41.1678021], [-8.5967018, 41.1675969], [-8.5967162, 41.1675058]]"
1831,3,15.0,"LINESTRING (-8.5967162 41.1675058, -8.5972549 41.1669685, -8.5972956 41.1669172, -8.5973051 41.1668915, -8.5973046 41.1668469, -8.5972933 41.1668043)","[[-8.5967162, 41.1675058], [-8.5972549, 41.1669685], [-8.5972956, 41.1669172], [-8.5973051, 41.1668915], [-8.5973046, 41.1668469], [-8.5972933, 41.1668043]]"
1302,7,15.0,"LINESTRING (-8.6009255 41.1643229, -8.5995483 41.1632619)","[[-8.6009255, 41.1643229], [-8.5995483, 41.1632619]]"
5380,1,60.0,"LINESTRING (-8.6348672 41.1602282, -8.6328715 41.159881)","[[-8.6348672, 41.1602282], [-8.6328715, 41.159881]]"
1281,4,15.0,"LINESTRING (-8.5941506 41.1614164, -8.5940372 41.1619421)","[[-8.5941506, 41.1614164], [-8.5940372, 41.1619421]]"
1306,3,15.0,"LINESTRING (-8.5940372 41.1619421, -8.5939943 41.1621389)","[[-8.5940372, 41.1619421], [-8.5939943, 41.1621389]]"
10071,3,15.0,"LINESTRING (-8.5939943 41.1621389, -8.5939183 41.1624795)","[[-8.5939943, 41.1621389], [-8.5939183, 41.1624795]]"
1291,3,15.0,"LINESTRING (-8.5939183 41.1624795, -8.5939084 41.1625332, -8.5938851 41.1626432)","[[-8.5939183, 41.1624795], [-8.5939084, 41.1625332], [-8.5938851, 41.1626432]]"
1289,3,15.0,"LINESTRING (-8.5938851 41.1626432, -8.5938421 41.1628384, -8.5938099 41.1629856, -8.5937772 41.1631353)","[[-8.5938851, 41.1626432], [-8.5938421, 41.1628384], [-8.5938099, 41.1629856], [-8.5937772, 41.1631353]]"
1290,3,15.0,"LINESTRING (-8.5937772 41.1631353, -8.5936464 41.163723)","[[-8.5937772, 41.1631353], [-8.5936464, 41.163723]]"
1287,3,15.0,"LINESTRING (-8.5936464 41.163723, -8.5934292 41.1647178)","[[-8.5936464, 41.163723], [-8.5934292, 41.1647178]]"
231,1,15.0,"LINESTRING (-8.6337433 41.1474276, -8.6336729 41.1475091, -8.6336514 41.1475339, -8.6335705 41.1476274)","[[-8.6337433, 41.1474276], [-8.6336729, 41.1475091], [-8.6336514, 41.1475339], [-8.6335705, 41.1476274]]"
3420,1,15.0,"LINESTRING (-8.6335705 41.1476274, -8.6333733 41.1478505)","[[-8.6335705, 41.1476274], [-8.6333733, 41.1478505]]"
3433,1,15.0,"LINESTRING (-8.6333733 41.1478505, -8.633681 41.1481386, -8.6337433 41.148151, -8.6338008 41.1481554, -8.6341421 41.1481615, -8.6345061 41.1482253, -8.6345464 41.1482363)","[[-8.6333733, 41.1478505], [-8.633681, 41.1481386], [-8.6337433, 41.148151], [-8.6338008, 41.1481554], [-8.6341421, 41.1481615], [-8.6345061, 41.1482253], [-8.6345464, 41.1482363]]"
8447,1,15.0,"LINESTRING (-8.6345464 41.1482363, -8.634685 41.1483887, -8.6347092 41.1484371, -8.6347038 41.1484836)","[[-8.6345464, 41.1482363], [-8.634685, 41.1483887], [-8.6347092, 41.1484371], [-8.6347038, 41.1484836]]"
8444,1,15.0,"LINESTRING (-8.6347038 41.1484836, -8.6347092 41.1484371, -8.634685 41.1483887, -8.6345464 41.1482363)","[[-8.6347038, 41.1484836], [-8.6347092, 41.1484371], [-8.634685, 41.1483887], [-8.6345464, 41.1482363]]"
8446,1,15.0,"LINESTRING (-8.6345464 41.1482363, -8.6345061 41.1482253, -8.6341421 41.1481615, -8.6338008 41.1481554, -8.6337433 41.148151, -8.633681 41.1481386, -8.6333733 41.1478505)","[[-8.6345464, 41.1482363], [-8.6345061, 41.1482253], [-8.6341421, 41.1481615], [-8.6338008, 41.1481554], [-8.6337433, 41.148151], [-8.633681, 41.1481386], [-8.6333733, 41.1478505]]"
3423,1,15.0,"LINESTRING (-8.6335705 41.1476274, -8.6336514 41.1475339, -8.6336729 41.1475091, -8.6337433 41.1474276)","[[-8.6335705, 41.1476274], [-8.6336514, 41.1475339], [-8.6336729, 41.1475091], [-8.6337433, 41.1474276]]"
5132,2,,"LINESTRING (-8.6047576 41.1534318, -8.6047987 41.1525208, -8.6048696 41.1522833, -8.6050347 41.1518517, -8.6054881 41.1519645, -8.6059371 41.1520711, -8.6060507 41.1520981)","[[-8.6047576, 41.1534318], [-8.6047987, 41.1525208], [-8.6048696, 41.1522833], [-8.6050347, 41.1518517], [-8.6054881, 41.1519645], [-8.6059371, 41.1520711], [-8.6060507, 41.1520981]]"
3233,2,15.0,"LINESTRING (-8.6228757 41.1648567, -8.6232099 41.1642131)","[[-8.6228757, 41.1648567], [-8.6232099, 41.1642131]]"
7920,9,35.625,"LINESTRING (-8.6049934 41.160847, -8.6050075 41.1607306, -8.6049935 41.1606783, -8.6049736 41.1606287, -8.6049567 41.1605972, -8.6049344 41.1605658, -8.6049142 41.1605334, -8.604877 41.1604914)","[[-8.6049934, 41.160847], [-8.6050075, 41.1607306], [-8.6049935, 41.1606783], [-8.6049736, 41.1606287], [-8.6049567, 41.1605972], [-8.6049344, 41.1605658], [-8.6049142, 41.1605334], [-8.604877, 41.1604914]]"
420,8,17.5,"LINESTRING (-8.6270836 41.1647122, -8.6270194 41.1649227, -8.6269691 41.1650903, -8.6267719 41.1657348, -8.6267246 41.1658858)","[[-8.6270836, 41.1647122], [-8.6270194, 41.1649227], [-8.6269691, 41.1650903], [-8.6267719, 41.1657348], [-8.6267246, 41.1658858]]"
5273,6,15.0,"LINESTRING (-8.6267246 41.1658858, -8.6265737 41.1664347)","[[-8.6267246, 41.1658858], [-8.6265737, 41.1664347]]"
7785,6,21.0,"LINESTRING (-8.6265737 41.1664347, -8.6264841 41.1666769)","[[-8.6265737, 41.1664347], [-8.6264841, 41.1666769]]"
527,5,15.0,"LINESTRING (-8.6264841 41.1666769, -8.6264142 41.1668622)","[[-8.6264841, 41.1666769], [-8.6264142, 41.1668622]]"
5365,5,15.0,"LINESTRING (-8.6264102 41.1669453, -8.6263641 41.1670746, -8.6263888 41.1673212, -8.6265369 41.167814, -8.6266609 41.1682896)","[[-8.6264102, 41.1669453], [-8.6263641, 41.1670746], [-8.6263888, 41.1673212], [-8.6265369, 41.167814], [-8.6266609, 41.1682896]]"
9845,5,15.0,"LINESTRING (-8.6266609 41.1682896, -8.6267173 41.1685057, -8.6267363 41.1685786)","[[-8.6266609, 41.1682896], [-8.6267173, 41.1685057], [-8.6267363, 41.1685786]]"
8645,5,15.0,"LINESTRING (-8.6267363 41.1685786, -8.6268696 41.1690899, -8.6270055 41.1696509, -8.6270677 41.1697542)","[[-8.6267363, 41.1685786], [-8.6268696, 41.1690899], [-8.6270055, 41.1696509], [-8.6270677, 41.1697542]]"
6478,1,15.0,"LINESTRING (-8.6278228 41.1758151, -8.6281017 41.175831, -8.6286425 41.1758167, -8.6291808 41.1757563, -8.6303709 41.175639, -8.6305834 41.1756143)","[[-8.6278228, 41.1758151], [-8.6281017, 41.175831], [-8.6286425, 41.1758167], [-8.6291808, 41.1757563], [-8.6303709, 41.175639], [-8.6305834, 41.1756143]]"
6474,1,15.0,"LINESTRING (-8.6305834 41.1756143, -8.6307994 41.1755712, -8.6310509 41.175543, -8.6318159 41.1754186, -8.6321452 41.1753684, -8.6323163 41.1753599, -8.63252 41.1753691, -8.6326801 41.1753902, -8.6332423 41.1754608)","[[-8.6305834, 41.1756143], [-8.6307994, 41.1755712], [-8.6310509, 41.175543], [-8.6318159, 41.1754186], [-8.6321452, 41.1753684], [-8.6323163, 41.1753599], [-8.63252, 41.1753691], [-8.6326801, 41.1753902], [-8.6332423, 41.1754608]]"
6469,1,15.0,"LINESTRING (-8.6332423 41.1754608, -8.6336382 41.1755002)","[[-8.6332423, 41.1754608], [-8.6336382, 41.1755002]]"
4652,1,15.0,"LINESTRING (-8.6336382 41.1755002, -8.6337448 41.175497, -8.6339246 41.1755029, -8.6342469 41.1755537, -8.6347319 41.1755541, -8.6348428 41.1755664)","[[-8.6336382, 41.1755002], [-8.6337448, 41.175497], [-8.6339246, 41.1755029], [-8.6342469, 41.1755537], [-8.6347319, 41.1755541], [-8.6348428, 41.1755664]]"
6471,6,15.0,"LINESTRING (-8.6348428 41.1755664, -8.6349775 41.1755857, -8.6358357 41.1757175, -8.636081 41.1757769)","[[-8.6348428, 41.1755664], [-8.6349775, 41.1755857], [-8.6358357, 41.1757175], [-8.636081, 41.1757769]]"
7275,6,15.0,"LINESTRING (-8.636081 41.1757769, -8.6366415 41.1758868, -8.63676 41.175906, -8.6368973 41.1759128)","[[-8.636081, 41.1757769], [-8.6366415, 41.1758868], [-8.63676, 41.175906], [-8.6368973, 41.1759128]]"
4650,6,15.0,"LINESTRING (-8.6368973 41.1759128, -8.637009 41.1758878, -8.6371146 41.1758535, -8.6375195 41.1756784)","[[-8.6368973, 41.1759128], [-8.637009, 41.1758878], [-8.6371146, 41.1758535], [-8.6375195, 41.1756784]]"
4850,1,15.0,"LINESTRING (-8.6375195 41.1756784, -8.6371168 41.1751454, -8.6369914 41.1749476, -8.636927 41.1747517, -8.6369019 41.1746762, -8.6368954 41.1745984, -8.6368882 41.174464)","[[-8.6375195, 41.1756784], [-8.6371168, 41.1751454], [-8.6369914, 41.1749476], [-8.636927, 41.1747517], [-8.6369019, 41.1746762], [-8.6368954, 41.1745984], [-8.6368882, 41.174464]]"
5484,1,15.0,"LINESTRING (-8.6368882 41.174464, -8.6368916 41.1743132, -8.6368952 41.1741535, -8.6368451 41.1739001, -8.6368016 41.1737166, -8.6367626 41.17359)","[[-8.6368882, 41.174464], [-8.6368916, 41.1743132], [-8.6368952, 41.1741535], [-8.6368451, 41.1739001], [-8.6368016, 41.1737166], [-8.6367626, 41.17359]]"
6455,1,15.0,"LINESTRING (-8.6367626 41.17359, -8.6369803 41.1735436, -8.6378936 41.1733298, -8.6380807 41.1732899)","[[-8.6367626, 41.17359], [-8.6369803, 41.1735436], [-8.6378936, 41.1733298], [-8.6380807, 41.1732899]]"
2418,4,120.0,"LINESTRING (-8.6409629 41.1586844, -8.6408508 41.158663, -8.6403831 41.1585863, -8.6396588 41.1584687, -8.639436 41.1584325, -8.6373253 41.1580897)","[[-8.6409629, 41.1586844], [-8.6408508, 41.158663], [-8.6403831, 41.1585863], [-8.6396588, 41.1584687], [-8.639436, 41.1584325], [-8.6373253, 41.1580897]]"
8845,5,15.0,"LINESTRING (-8.608061 41.1769879, -8.6080998 41.1769675, -8.6081129 41.1769536, -8.6081272 41.1769385, -8.6081398 41.1769065)","[[-8.608061, 41.1769879], [-8.6080998, 41.1769675], [-8.6081129, 41.1769536], [-8.6081272, 41.1769385], [-8.6081398, 41.1769065]]"
8846,8,15.0,"LINESTRING (-8.6080766 41.1768066, -8.6080198 41.1766509)","[[-8.6080766, 41.1768066], [-8.6080198, 41.1766509]]"
8851,8,15.0,"LINESTRING (-8.6080198 41.1766509, -8.6080585 41.1765418, -8.6082501 41.1760198)","[[-8.6080198, 41.1766509], [-8.6080585, 41.1765418], [-8.6082501, 41.1760198]]"
9722,8,15.0,"LINESTRING (-8.6082501 41.1760198, -8.6083072 41.1758362, -8.6084305 41.175479, -8.6084741 41.1753527)","[[-8.6082501, 41.1760198], [-8.6083072, 41.1758362], [-8.6084305, 41.175479], [-8.6084741, 41.1753527]]"
1073,5,15.0,"LINESTRING (-8.6084741 41.1753527, -8.6084126 41.1753474, -8.6083077 41.1753384, -8.6082902 41.1753369, -8.6080938 41.1753201, -8.6078763 41.175297, -8.6074801 41.175238)","[[-8.6084741, 41.1753527], [-8.6084126, 41.1753474], [-8.6083077, 41.1753384], [-8.6082902, 41.1753369], [-8.6080938, 41.1753201], [-8.6078763, 41.175297], [-8.6074801, 41.175238]]"
2968,6,15.0,"LINESTRING (-8.6074801 41.175238, -8.6073663 41.175209, -8.6071826 41.1751534, -8.606919 41.1750257, -8.6067147 41.1748656, -8.6065922 41.1747692)","[[-8.6074801, 41.175238], [-8.6073663, 41.175209], [-8.6071826, 41.1751534], [-8.606919, 41.1750257], [-8.6067147, 41.1748656], [-8.6065922, 41.1747692]]"
10107,6,15.0,"LINESTRING (-8.6065922 41.1747692, -8.6065057 41.1746958, -8.606431 41.1746325)","[[-8.6065922, 41.1747692], [-8.6065057, 41.1746958], [-8.606431, 41.1746325]]"
2966,6,15.0,"LINESTRING (-8.606431 41.1746325, -8.6062125 41.1744726, -8.6060761 41.1743536)","[[-8.606431, 41.1746325], [-8.6062125, 41.1744726], [-8.6060761, 41.1743536]]"
2108,6,15.0,"LINESTRING (-8.6060761 41.1743536, -8.6058841 41.1738436)","[[-8.6060761, 41.1743536], [-8.6058841, 41.1738436]]"
2097,7,15.0,"LINESTRING (-8.6058841 41.1738436, -8.6058524 41.1737319, -8.6058377 41.1736798)","[[-8.6058841, 41.1738436], [-8.6058524, 41.1737319], [-8.6058377, 41.1736798]]"
630,7,15.0,"LINESTRING (-8.6053176 41.1725805, -8.605348 41.1722996, -8.6053789 41.1720651, -8.6055323 41.1717155)","[[-8.6053176, 41.1725805], [-8.605348, 41.1722996], [-8.6053789, 41.1720651], [-8.6055323, 41.1717155]]"
8001,5,15.0,"LINESTRING (-8.6055323 41.1717155, -8.6056313 41.1716036, -8.6057177 41.1714941, -8.6057642 41.1714409)","[[-8.6055323, 41.1717155], [-8.6056313, 41.1716036], [-8.6057177, 41.1714941], [-8.6057642, 41.1714409]]"
622,6,15.0,"LINESTRING (-8.6057642 41.1714409, -8.6061999 41.1709749)","[[-8.6057642, 41.1714409], [-8.6061999, 41.1709749]]"
2260,6,15.0,"LINESTRING (-8.6061999 41.1709749, -8.6066358 41.1705066)","[[-8.6061999, 41.1709749], [-8.6066358, 41.1705066]]"
2262,7,15.0,"LINESTRING (-8.607905 41.1699536, -8.6081611 41.1697339)","[[-8.607905, 41.1699536], [-8.6081611, 41.1697339]]"
2264,7,15.0,"LINESTRING (-8.6081611 41.1697339, -8.6082111 41.1696899)","[[-8.6081611, 41.1697339], [-8.6082111, 41.1696899]]"
2267,7,15.0,"LINESTRING (-8.6082111 41.1696899, -8.6082651 41.1696555)","[[-8.6082111, 41.1696899], [-8.6082651, 41.1696555]]"
5173,6,15.0,"LINESTRING (-8.6082651 41.1696555, -8.6084611 41.1695191)","[[-8.6082651, 41.1696555], [-8.6084611, 41.1695191]]"
1691,6,15.0,"LINESTRING (-8.6084611 41.1695191, -8.608551 41.1694097)","[[-8.6084611, 41.1695191], [-8.608551, 41.1694097]]"
1689,4,15.0,"LINESTRING (-8.6107657 41.1677569, -8.6108277 41.1677319, -8.6109101 41.1676824, -8.610952 41.1676419, -8.610975 41.1676046)","[[-8.6107657, 41.1677569], [-8.6108277, 41.1677319], [-8.6109101, 41.1676824], [-8.610952, 41.1676419], [-8.610975, 41.1676046]]"
7784,4,15.0,"LINESTRING (-8.610975 41.1676046, -8.6116564 41.1670823, -8.6117522 41.167014)","[[-8.610975, 41.1676046], [-8.6116564, 41.1670823], [-8.6117522, 41.167014]]"
3246,4,15.0,"LINESTRING (-8.6115648 41.1665059, -8.6115446 41.1664501, -8.611469 41.1662637, -8.6113093 41.1658658, -8.6111246 41.1654187)","[[-8.6115648, 41.1665059], [-8.6115446, 41.1664501], [-8.611469, 41.1662637], [-8.6113093, 41.1658658], [-8.6111246, 41.1654187]]"
10722,4,15.0,"LINESTRING (-8.6111246 41.1654187, -8.6110932 41.1653436, -8.6110228 41.1651729, -8.6109795 41.1649768)","[[-8.6111246, 41.1654187], [-8.6110932, 41.1653436], [-8.6110228, 41.1651729], [-8.6109795, 41.1649768]]"
